(A)chondrite,id,Class,Country,latitude,longitude,ff,Group,Locality,mck,Month,Name,Petrologic type,Recovered weight,Shock stage,Synonyms,Type,wg,Year
,29809,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0759,,Asuka 880759,,0.06942,,,Stone,,1988.0
,30176,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1126,,Asuka 881126,,0.14014,,,Stone,,1988.0
,29700,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0650,,Asuka 880650,,0.001723,,,Stone,,1988.0
,30870,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1820,,Asuka 881820,,0.7616799999999999,,,Stone,,1988.0
,30566,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1516,,Asuka 881516,,0.119,,,Stone,,1988.0
,29812,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0762,,Asuka 880762,,0.1553,,,Stone,,1988.0
,30179,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1129,,Asuka 881129,,0.058557,,,Stone,,1988.0
,29705,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0655,,Asuka 880655,,0.030205,,,Stone,,1988.0
,30874,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1824,,Asuka 881824,,0.004951,,,Stone,,1988.0
,30578,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1528,,Asuka 881528,,0.004397,,,Stone,,1988.0
,29816,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0766,,Asuka 880766,,0.025244,,,Stone,,1988.0
,30185,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1135,,Asuka 881135,,0.1239,,,Stone,,1988.0
,29712,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0662,,Asuka 880662,,0.027642,,,Stone,,1988.0
Chondrite,30878,Enstatite,Antarctica,-72.8333,24.5,Find,E,Queen Maud Land,A2428.1828,,Asuka 881828,6,0.032844,,,Stone,,1988.0
,30584,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1534,,Asuka 881534,,0.005942,,,Stone,,1988.0
,29817,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0767,,Asuka 880767,,0.044014,,,Stone,,1988.0
,30186,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1136,,Asuka 881136,,0.019046,,,Stone,,1988.0
,29718,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0668,,Asuka 880668,,0.014102,,,Stone,,1988.0
,30880,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1830,,Asuka 881830,,0.09708,,,Stone,,1988.0
,30586,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1536,,Asuka 881536,,0.042918,,,Stone,,1988.0
Chondrite,29826,Ordinary,Antarctica,-72.8333,24.5,Find,H,Queen Maud Land,A2428.0776,,Asuka 880776,4,0.15378,,,Stone,,1988.0
,30187,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1137,,Asuka 881137,,0.0435959999999999,,,Stone,,1988.0
,29719,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0669,,Asuka 880669,,0.02042,,,Stone,,1988.0
,30900,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1850,,Asuka 881850,,1.02401,,,Stone,,1988.0
,30589,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1539,,Asuka 881539,,1.89648,,,Stone,,1988.0
,29828,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0778,,Asuka 880778,,0.053408,,,Stone,,1988.0
,30195,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1145,,Asuka 881145,,0.34031,,,Stone,,1988.0
,29722,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0672,,Asuka 880672,,0.019928,,,Stone,,1988.0
,30902,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1852,,Asuka 881852,,0.014754,,,Stone,,1988.0
,30615,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1565,,Asuka 881565,,0.04969,,,Stone,,1988.0
,29831,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0781,,Asuka 880781,,0.0818499999999999,,,Stone,,1988.0
,30196,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1146,,Asuka 881146,,1.98935,,,Stone,,1988.0
,29725,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0675,,Asuka 880675,,0.3852799999999999,,,Stone,,1988.0
,30909,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1859,,Asuka 881859,,0.06404,,,Stone,,1988.0
,30620,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1570,,Asuka 881570,,0.058267,,,Stone,,1988.0
,29838,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0788,,Asuka 880788,,0.22013,,,Stone,,1988.0
,30198,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1148,,Asuka 881148,,0.07226,,,Stone,,1988.0
,29727,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0677,,Asuka 880677,,0.002955,,,Stone,,1988.0
,30910,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1860,,Asuka 881860,,0.24862,,,Stone,,1988.0
,30622,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1572,,Asuka 881572,,0.011929,,,Stone,,1988.0
,29843,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0793,,Asuka 880793,,0.06701,,,Stone,,1988.0
,30202,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1152,,Asuka 881152,,,,,Stone,,1988.0
,29742,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0692,,Asuka 880692,,0.002025,,,Stone,,1988.0
,30922,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1872,,Asuka 881872,,0.0819,,,Stone,,1988.0
,30625,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1575,,Asuka 881575,,0.037492,,,Stone,,1988.0
,29854,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0804,,Asuka 880804,,0.034548,,,Stone,,1988.0
,30214,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1164,,Asuka 881164,,6.278,,,Stone,,1988.0
,29743,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0693,,Asuka 880693,,0.036633,,,Stone,,1988.0
,30935,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1885,,Asuka 881885,,0.040816,,,Stone,,1988.0
,30627,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1577,,Asuka 881577,,0.001481,,,Stone,,1988.0
,29861,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0811,,Asuka 880811,,0.036746,,,Stone,,1988.0
,30215,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1165,,Asuka 881165,,0.05998,,,Stone,,1988.0
,29748,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0698,,Asuka 880698,,0.012961,,,Stone,,1988.0
,30948,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1898,,Asuka 881898,,0.055827,,,Stone,,1988.0
,30638,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1588,,Asuka 881588,,0.011982,,,Stone,,1988.0
,29865,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0815,,Asuka 880815,,0.0404249999999999,,,Stone,,1988.0
,30222,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1172,,Asuka 881172,,0.08893,,,Stone,,1988.0
,29753,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0703,,Asuka 880703,,0.011877,,,Stone,,1988.0
,30953,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1903,,Asuka 881903,,0.2742,,,Stone,,1988.0
,30642,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1592,,Asuka 881592,,0.008377,,,Stone,,1988.0
,29869,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0819,,Asuka 880819,,0.0185219999999999,,,Stone,,1988.0
,30227,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1177,,Asuka 881177,,0.25205,,,Stone,,1988.0
,29756,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0706,,Asuka 880706,,0.0095079999999999,,,Stone,,1988.0
,30954,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1904,,Asuka 881904,,0.08479,,,Stone,,1988.0
,30643,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1593,,Asuka 881593,,0.005309,,,Stone,,1988.0
,29872,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0822,,Asuka 880822,,0.0357969999999999,,,Stone,,1988.0
,30232,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1182,,Asuka 881182,,0.016215,,,Stone,,1988.0
,29766,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0716,,Asuka 880716,,0.015336,,,Stone,,1988.0
,30958,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1908,,Asuka 881908,,0.14437,,,Stone,,1988.0
,30648,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1598,,Asuka 881598,,0.001084,,,Stone,,1988.0
,29878,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0828,,Asuka 880828,,0.027292,,,Stone,,1988.0
,30236,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1186,,Asuka 881186,,0.029232,,,Stone,,1988.0
,29768,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0718,,Asuka 880718,,0.030183,,,Stone,,1988.0
,30964,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1914,,Asuka 881914,,0.0625,,,Stone,,1988.0
,30654,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1604,,Asuka 881604,,0.45753,,,Stone,,1988.0
,29883,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0833,,Asuka 880833,,0.029315,,,Stone,,1988.0
,30239,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1189,,Asuka 881189,,0.06397,,,Stone,,1988.0
,29772,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0722,,Asuka 880722,,0.004362,,,Stone,,1988.0
,30974,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1924,,Asuka 881924,,0.1704,,,Stone,,1988.0
,30660,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1610,,Asuka 881610,,0.29011,,,Stone,,1988.0
,29888,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0838,,Asuka 880838,,0.12434,,,Stone,,1988.0
,30243,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1193,,Asuka 881193,,0.015053,,,Stone,,1988.0
,29789,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0739,,Asuka 880739,,0.007894,,,Stone,,1988.0
,30987,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1937,,Asuka 881937,,0.10465,,,Stone,,1988.0
,30661,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1611,,Asuka 881611,,0.013084,,,Stone,,1988.0
,29896,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0846,,Asuka 880846,,0.0336169999999999,,,Stone,,1988.0
,30244,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1194,,Asuka 881194,,0.18164,,,Stone,,1988.0
,29790,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0740,,Asuka 880740,,0.022101,,,Stone,,1988.0
,30989,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1939,,Asuka 881939,,0.0323969999999999,,,Stone,,1988.0
,30663,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1613,,Asuka 881613,,0.54571,,,Stone,,1988.0
,29901,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0851,,Asuka 880851,,0.040904,,,Stone,,1988.0
,30247,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1197,,Asuka 881197,,0.006646,,,Stone,,1988.0
,29791,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0741,,Asuka 880741,,0.029838,,,Stone,,1988.0
,30991,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1941,,Asuka 881941,,0.09231,,,Stone,,1988.0
,30665,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1615,,Asuka 881615,,0.22975,,,Stone,,1988.0
,29907,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0857,,Asuka 880857,,0.09072,,,Stone,,1988.0
,30254,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1204,,Asuka 881204,,0.5870599999999999,,,Stone,,1988.0
,29794,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0744,,Asuka 880744,,0.15438,,,Stone,,1988.0
,30999,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1949,,Asuka 881949,,0.52812,,,Stone,,1988.0
,30680,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1630,,Asuka 881630,,0.030201,,,Stone,,1988.0
,29908,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0858,,Asuka 880858,,0.0407719999999999,,,Stone,,1988.0
,30274,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1224,,Asuka 881224,,0.034122,,,Stone,,1988.0
,29803,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0753,,Asuka 880753,,0.036291,,,Stone,,1988.0
,31006,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1956,,Asuka 881956,,0.026538,,,Stone,,1988.0
,30681,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1631,,Asuka 881631,,0.010308,,,Stone,,1988.0
,29910,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0860,,Asuka 880860,,0.0205489999999999,,,Stone,,1988.0
,30280,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1230,,Asuka 881230,,0.52624,,,Stone,,1988.0
Chondrite,29804,Ordinary,Antarctica,-72.8333,24.5,Find,H,Queen Maud Land,A2428.0754,,Asuka 880754,,0.010356,,,Stone,,1988.0
,31009,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1959,,Asuka 881959,,0.030241,,,Stone,,1988.0
,30688,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1638,,Asuka 881638,,0.12588,,,Stone,,1988.0
,29915,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0865,,Asuka 880865,,0.025411,,,Stone,,1988.0
,30285,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1235,,Asuka 881235,,0.047242,,,Stone,,1988.0
,29822,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0772,,Asuka 880772,,0.0695699999999999,,,Stone,,1988.0
,31019,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1969,,Asuka 881969,,0.001522,,,Stone,,1988.0
,30694,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1644,,Asuka 881644,,0.25259,,,Stone,,1988.0
,29920,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0870,,Asuka 880870,,0.07169,,,Stone,,1988.0
,30329,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1279,,Asuka 881279,,0.038305,,,Stone,,1988.0
,29823,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0773,,Asuka 880773,,0.055161,,,Stone,,1988.0
,31020,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1970,,Asuka 881970,,0.307,,,Stone,,1988.0
,30699,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1649,,Asuka 881649,,0.0223599999999999,,,Stone,,1988.0
,29927,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0877,,Asuka 880877,,0.040235,,,Stone,,1988.0
,30333,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1283,,Asuka 881283,,0.16156,,,Stone,,1988.0
,29824,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0774,,Asuka 880774,,0.0122119999999999,,,Stone,,1988.0
,31026,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1976,,Asuka 881976,,3.327,,,Stone,,1988.0
,30701,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1651,,Asuka 881651,,0.17048,,,Stone,,1988.0
,29931,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0881,,Asuka 880881,,0.021593,,,Stone,,1988.0
,30337,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1287,,Asuka 881287,,0.048926,,,Stone,,1988.0
,29834,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0784,,Asuka 880784,,0.044225,,,Stone,,1988.0
Chondrite,31033,Ordinary,Antarctica,-72.8333,24.5,Find,H,Queen Maud Land,A2428.1983,,Asuka 881983,6,0.007954,,,Stone,,1988.0
,30702,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1652,,Asuka 881652,,0.8947999999999999,,,Stone,,1988.0
,29938,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0888,,Asuka 880888,,0.020467,,,Stone,,1988.0
,30339,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1289,,Asuka 881289,,0.13153,,,Stone,,1988.0
,29837,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0787,,Asuka 880787,,0.0032749999999999,,,Stone,,1988.0
,31043,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1993,,Asuka 881993,,0.14489,,,Stone,,1988.0
,30704,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1654,,Asuka 881654,,0.54738,,,Stone,,1988.0
,29939,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0889,,Asuka 880889,,0.027974,,,Stone,,1988.0
,30340,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1290,,Asuka 881290,,0.00029,,,Stone,,1988.0
,29846,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0796,,Asuka 880796,,0.043146,,,Stone,,1988.0
,31053,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2003,,Asuka 882003,,0.6393300000000001,,,Stone,,1988.0
,30711,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1661,,Asuka 881661,,0.013321,,,Stone,,1988.0
,29941,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0891,,Asuka 880891,,0.010867,,,Stone,,1988.0
,30342,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1292,,Asuka 881292,,0.06753,,,Stone,,1988.0
,29847,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0797,,Asuka 880797,,0.04329,,,Stone,,1988.0
,31059,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2009,,Asuka 882009,,0.08996,,,Stone,,1988.0
,30722,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1672,,Asuka 881672,,0.0053739999999999,,,Stone,,1988.0
,29960,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0910,,Asuka 880910,,0.00905,,,Stone,,1988.0
,30348,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1298,,Asuka 881298,,0.12321,,,Stone,,1988.0
,29852,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0802,,Asuka 880802,,0.051976,,,Stone,,1988.0
Chondrite,31065,Ordinary,Antarctica,-72.8333,24.5,Find,H,Queen Maud Land,A2428.2015,,Asuka 882015,4,0.032113,,,Stone,,1988.0
,30726,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1676,,Asuka 881676,,0.009632,,,Stone,,1988.0
,29961,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0911,,Asuka 880911,,0.036247,,,Stone,,1988.0
,30349,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1299,,Asuka 881299,,0.03085,,,Stone,,1988.0
,29857,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0807,,Asuka 880807,,0.052713,,,Stone,,1988.0
,31078,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2028,,Asuka 882028,,0.010169,,,Stone,,1988.0
,30737,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1687,,Asuka 881687,,0.037121,,,Stone,,1988.0
,29968,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0918,,Asuka 880918,,0.2949,,,Stone,,1988.0
,30350,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1300,,Asuka 881300,,0.046291,,,Stone,,1988.0
,29859,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0809,,Asuka 880809,,0.054104,,,Stone,,1988.0
Chondrite,31081,Ordinary,Antarctica,-72.8333,24.5,Find,L,Queen Maud Land,A2428.2031,,Asuka 882031,6,0.328289,,,Stone,,1988.0
,30740,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1690,,Asuka 881690,,0.003418,,,Stone,,1988.0
,29978,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0928,,Asuka 880928,,0.008743,,,Stone,,1988.0
,30358,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1308,,Asuka 881308,,0.006084,,,Stone,,1988.0
,29864,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0814,,Asuka 880814,,0.07934,,,Stone,,1988.0
,31089,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2039,,Asuka 882039,,0.38392,,,Stone,,1988.0
,30746,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1696,,Asuka 881696,,0.0508609999999999,,,Stone,,1988.0
,29981,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0931,,Asuka 880931,,0.018437,,,Stone,,1988.0
,30361,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1311,,Asuka 881311,,0.051162,,,Stone,,1988.0
,29868,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0818,,Asuka 880818,,0.037565,,,Stone,,1988.0
,31095,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2045,,Asuka 882045,,0.058135,,,Stone,,1988.0
,30749,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1699,,Asuka 881699,,0.05661,,,Stone,,1988.0
,29986,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0936,,Asuka 880936,,0.039458,,,Stone,,1988.0
,30362,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1312,,Asuka 881312,,0.001332,,,Stone,,1988.0
,29873,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0823,,Asuka 880823,,0.014731,,,Stone,,1988.0
,31100,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2050,,Asuka 882050,,0.002705,,,Stone,,1988.0
,30765,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1715,,Asuka 881715,,0.0021669999999999,,,Stone,,1988.0
,29994,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0944,,Asuka 880944,,0.030773,,,Stone,,1988.0
,30366,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1316,,Asuka 881316,,0.002675,,,Stone,,1988.0
,29875,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0825,,Asuka 880825,,0.049896,,,Stone,,1988.0
,31102,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2052,,Asuka 882052,,0.13694,,,Stone,,1988.0
,30770,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1720,,Asuka 881720,,0.94784,,,Stone,,1988.0
,29996,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0946,,Asuka 880946,,0.0158759999999999,,,Stone,,1988.0
,30376,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1326,,Asuka 881326,,0.020335,,,Stone,,1988.0
,29887,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0837,,Asuka 880837,,0.019809,,,Stone,,1988.0
,31107,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2057,,Asuka 882057,,0.27492,,,Stone,,1988.0
,30773,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1723,,Asuka 881723,,0.02462,,,Stone,,1988.0
,30005,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0955,,Asuka 880955,,0.004207,,,Stone,,1988.0
,30381,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1331,,Asuka 881331,,0.032854,,,Stone,,1988.0
,29892,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0842,,Asuka 880842,,0.027493,,,Stone,,1988.0
,31117,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2067,,Asuka 882067,,0.015621,,,Stone,,1988.0
,30780,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1730,,Asuka 881730,,0.06993,,,Stone,,1988.0
,30014,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0964,,Asuka 880964,,0.0062699999999999,,,Stone,,1988.0
,30383,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1333,,Asuka 881333,,0.007643,,,Stone,,1988.0
,29897,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0847,,Asuka 880847,,0.019507,,,Stone,,1988.0
,31119,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2069,,Asuka 882069,,0.26461,,,Stone,,1988.0
,30786,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1736,,Asuka 881736,,0.001369,,,Stone,,1988.0
,30015,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0965,,Asuka 880965,,0.004998,,,Stone,,1988.0
,30387,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1337,,Asuka 881337,,0.06209,,,Stone,,1988.0
,29904,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.0854,,Asuka 880854,,0.08174,,,Stone,,1988.0
,31124,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.2074,,Asuka 882074,,0.25196,,,Stone,,1988.0
,30787,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1737,,Asuka 881737,,0.013578,,,Stone,,1988.0
Chondrite,30037,Ordinary,Antarctica,-72.8333,24.5,Find,H,Queen Maud Land,A2428.0987,,Asuka 880987,6,0.10052,,,Stone,,1988.0
,30389,,Antarctica,-72.8333,24.5,Find,,Queen Maud Land,A2428.1339,,Asuka 881339,,0.02125,,,Stone,,1988.0
